"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Estonia","EST","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.085","1.085","1.1669","1.2398","1.3242","1.5084","1.5709","1.5857","1.6133","1.6485","1.7229","1.7549","1.7736","1.7697","1.7811","1.8032","1.9137","1.9699","1.9934","2.047","2.3952","2.1701","1.1289","1.2685","1.5628","1.5449","1.627","1.719","1.7782","1.6544","1.6482","1.9672","2.0808","2.0037","2.0441","2.1463","2.3129","2.4405","2.3601","2.1291","2.2441","2.2443","2.2753","2.2264","2.23","2.2955","2.3456","2.4253","2.4634","2.4119","2.2463","2.2475","1.8685","",
"Ethiopia","ETH","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4853","0.4853","0.4597","0.5096","0.5359","0.4638","0.4835","0.5105","0.5756","0.6233","0.5589","0.5857","0.5594","0.5681","0.5358","0.5734","0.6681","0.7424","0.7718","0.7957","0.795","0.8005","0.7261","0.8752","0.9764","1.0938","1.2118","1.2826","1.4073","1.4521","1.5923","1.9896","2.0787","2.1661","2.3409","2.1183","2.2565","2.4525","2.5352","2.6494","2.7082","2.862","3.2502","3.7997","4.2357","4.7131","5.7345","6.432","6.8419","7.187","7.3976","8.0601","8.2437","",
"European Union","EUU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","362.6061","379.8492","400.6282","425.8259","415.4744","434.6554","457.2315","472.0165","496.5804","512.7877","511.2462","501.7281","502.6273","507.8275","519.4671","524.0466","547.3907","568.2972","600.546","625.1727","642.6315","651.0999","669.0205","674.0943","678.6921","687.3493","709.6705","721.2967","750.5774","768.3628","768.2288","782.7129","790.7728","804.9491","824.5904","822.8335","834.7214","843.3071","826.5983","800.0074","793.6211","787.8577","757.5885","751.22","758.431","773.1396","792.2737","806.7718","806.1169","812.5376","701.3472","740.1608","770.1087","",
"Fragile and conflict affected situations","FCS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","51.6223","51.6223","56.7871","61.9552","67.8987","75.8719","83.2386","88.7124","96.3327","100.3375","108.579","113.583","118.0774","120.076","119.4332","121.912","124.3699","126.843","131.7121","135.4225","150.9454","164.3688","147.8712","143.8505","140.1028","146.8482","149.3091","156.8115","153.1662","149.162","154.9909","166.7544","171.8667","163.8561","173.7698","186.4112","184.8166","196.2744","205.1734","204.5449","216.8661","221.7448","235.8294","243.8694","240.6321","216.5108","222.6379","225.4214","232.1484","238.8371","205.8282","224.133","234.3473","",
"Finland","FIN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.0213","6.2567","6.6271","7.1629","6.9956","7.5366","7.6226","7.6763","7.7814","8.3846","8.3315","8.4376","8.6362","8.8331","9.0911","9.5007","10.0863","10.8021","10.947","11.5585","11.7163","11.4002","11.3527","11.1221","11.5646","11.3582","11.0863","11.6953","11.8552","12.165","11.7472","11.886","12.0699","12.2674","12.6039","12.627","12.8087","13.1477","12.5269","11.9612","12.4667","12.2936","11.9897","11.8315","10.7055","10.6965","11.9103","11.3057","11.5098","11.1153","10.3244","9.7853","9.8437","",
"Fiji","FJI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2463","0.2463","0.2685","0.256","0.2487","0.2884","0.2612","0.2895","0.3073","0.3316","0.3374","0.3596","0.3652","0.2939","0.2647","0.2935","0.281","0.2639","0.2645","0.2918","0.2991","0.2554","0.2792","0.3019","0.3129","0.3413","0.3852","0.3648","0.3484","0.3434","0.6254","0.6242","0.4631","0.5286","0.6783","0.6374","0.7312","0.6461","0.5553","0.5067","0.8985","0.6615","0.6453","0.6519","0.688","0.7155","0.67","0.8076","0.8392","0.9012","0.6997","0.7253","0.7482","",
"France","FRA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","55.7277","60.5011","65.8897","71.6623","71.1298","73.4032","80.1067","80.8585","86.4203","86.7952","88.3947","89.9354","90.5699","91.3871","92.9875","92.7774","97.1177","100.3816","106.5003","109.1828","113.2273","116.8466","119.3553","120.4845","121.3772","122.3196","122.1243","124.6397","129.1203","129.5158","132.4783","134.2201","134.1431","132.8236","133.0621","130.7962","131.1234","130.2947","124.3195","122.9294","123.271","128.1588","127.0926","126.068","126.2163","127.4286","127.9722","128.5438","125.6483","125.3634","106.4808","116.2714","117.9093","",
"Faroe Islands","FRO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0","0","0","0.0373","0.0373","0.0435","0.0787","0.4348","0.5537","0.2592","0.2407","0.4471","0.4711","0.428","0.2404","0.3233","0.4707","0.3146","0.3428","0.4119","0.3231","0.3938","0.3687","0.3944","0.3142","0.3431","0.3461","0.3808","0.406","0.3866","0.3204","0.3609","0.3932","0.3517","0.3741","0.3676","0.3706","0.4251","0.4344","0.4059","0.6381","0.7272","0.7533","0.8485","0.8323","0.8098","0.8289","0.2038","0.1943","0.1977","0.1894","0.199","0.1881","",
"United Kingdom","GBR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","71.3482","73.7045","76.2538","81.3246","79.1128","77.7836","80.6406","82.813","86.7919","88.5285","89.1993","86.4584","88.4747","90.9633","95.353","96.5229","102.6214","106.4488","113.372","118.6662","114.9713","114.3612","115.8267","117.0016","117.3789","116.3315","120.8545","121.9533","121.1918","124.7289","122.9477","121.8988","123.17","124.573","125.9763","127.2021","128.854","129.5536","122.7401","118.3184","116.8489","115.4011","114.9111","114.1737","115.6427","118.8202","121.6266","122.086","120.5629","118.5314","94.426","97.4803","106.6886","",
"Georgia","GEO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.496","1.496","1.6184","1.7293","1.8601","2.0979","2.2079","2.2344","2.2792","2.3391","2.4689","2.506","2.5267","2.5129","2.522","2.555","2.7298","2.8176","2.855","2.9362","3.7182","2.8026","2.325","1.9957","1.4747","1.0286","2.5231","1.8892","1.2458","1.1251","0.9505","1.1537","1.2114","1.239","1.203","1.5142","1.5717","2.0665","1.7442","2.1701","2.2596","2.3138","2.4527","3.0738","3.4386","3.7804","4.2913","3.87","3.7596","3.9017","3.7727","3.744","3.8795","",
"Ghana","GHA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.0417","1.0417","1.0459","1.1048","1.1384","1.2271","1.2773","1.363","1.3658","1.1519","1.265","1.4839","1.3481","1.0005","0.9896","1.2669","1.3578","1.383","1.4543","1.638","1.6157","1.4997","1.7895","1.8021","1.8777","2.0456","2.232","2.3294","2.7806","3.0944","2.9306","2.9295","3.3912","3.1469","3.6474","3.6031","3.6474","3.8383","4.1558","5.0543","5.1468","5.7299","6.8431","7.2383","7.2842","7.9035","7.3037","7.0852","8.0554","8.5128","9.1607","9.9323","10.5129","",
"Gibraltar","GIB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0343","0.0343","0.0249","0.0248","0.0249","0.0248","0.0218","0.0218","0.0186","0.0343","0.0406","0.0438","0.0469","0.0343","0.0311","0.0373","0.0627","0.0749","0.0871","0.0745","0.0839","0.1344","0.1656","0.1656","0.2066","0.2003","0.2035","0.2128","0.2253","0.2347","0.2441","0.2534","0.2566","0.2597","0.291","0.2973","0.3098","0.3035","0.3035","0.3379","0.3411","0.3285","0.3349","0.3567","0.388","0.4193","0.4537","0.4909","0.5297","0.5716","0.5361","0.5208","0.5438","",
"Guinea","GIN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0503","0.0503","0.0541","0.0596","0.0605","0.0743","0.0948","0.122","0.131","0.1454","0.1545","0.1616","0.1518","0.1638","0.1664","0.1438","0.2007","0.2184","0.279","0.2623","0.3971","0.3878","0.3491","0.3605","0.3642","0.3741","0.386","0.3906","0.4012","0.4229","0.6485","0.6714","0.7235","0.7735","0.8222","0.8738","0.9395","1.0181","1.05","1.1269","1.2823","1.2559","1.1978","1.0759","1.0872","1.2542","1.3562","1.2922","1.2908","1.3623","1.3805","1.4949","1.5697","",
"Gambia, The","GMB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0099","0.0099","0.0106","0.0117","0.0119","0.0146","0.0186","0.024","0.0257","0.0286","0.0303","0.0323","0.0298","0.0316","0.035","0.0326","0.0332","0.041","0.0518","0.0506","0.0566","0.0716","0.0622","0.0655","0.0754","0.0728","0.0751","0.0751","0.0812","0.0856","0.1299","0.1393","0.1453","0.1485","0.1602","0.1656","0.1864","0.2037","0.2146","0.2357","0.2336","0.2311","0.2223","0.225","0.2368","0.2511","0.2526","0.2457","0.2481","0.2671","0.2707","0.2931","0.3078","",
"Guinea-Bissau","GNB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0054","0.0054","0.0058","0.0064","0.0065","0.008","0.0102","0.0131","0.014","0.0156","0.0166","0.0176","0.0163","0.0172","0.0234","0.0244","0.0237","0.0403","0.0588","0.0582","0.0782","0.0994","0.0911","0.0985","0.0983","0.1022","0.1006","0.1054","0.1069","0.1127","0.0977","0.0983","0.1043","0.1243","0.1321","0.1374","0.1464","0.1614","0.1596","0.1673","0.1658","0.1581","0.1597","0.1656","0.1665","0.1783","0.1858","0.1431","0.144","0.152","0.154","0.1668","0.1751","",
"Equatorial Guinea","GNQ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0124","0.0124","0.0124","0.0124","0.0124","0.0155","0.0124","0.0124","0.0155","0.0124","0.0093","0.0124","0.0124","0.0062","0.0093","0.0031","0.0062","0.0124","0.0124","0.0124","0.0126","0.0126","0.0126","0.0158","0.0157","0.0189","0.0382","0.0925","0.0796","0.118","0.1821","0.2139","0.2939","0.3385","0.3543","0.3923","0.4335","0.4589","0.4714","0.4903","0.5091","0.5311","0.55","0.5752","0.594","0.6098","0.6255","0.5075","0.4767","0.5202","0.4327","0.4546","0.4298","",
"Greece","GRC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.5012","4.8947","5.6827","6.2047","5.0813","5.1258","7.282","7.9655","8.5197","8.9128","9.5514","9.6558","9.85","10.7743","11.3083","11.6731","11.9156","12.2998","13.42","14.1924","15.0626","15.8769","16.2821","16.4915","16.5871","16.7123","17.1878","17.7753","19.4194","19.6001","19.0726","19.7686","20.0319","20.9821","21.3923","21.7842","22.288","22.8774","22.1979","24.798","21.9868","19.6397","16.4151","16.3059","16.3472","16.6846","17.159","16.8835","17.1689","17.5507","14.8361","15.672","17.6819","",
"Grenada","GRD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0008","0.0008","0.0006","0.0007","0.0008","0.0011","0.0012","0.0012","0.0012","0.0011","0.0016","0.0022","0.0023","0.0024","0.0026","0.0026","0.0033","0.0044","0.0048","0.0052","0.0139","0.0144","0.0154","0.018","0.0207","0.0187","0.0199","0.0274","0.0244","0.0253","0.0182","0.0187","0.0195","0.021","0.0199","0.0218","0.0255","0.0281","0.0316","0.0344","0.0398","0.0285","0.0302","0.0406","0.0364","0.0366","0.0389","0.0393","0.044","0.0482","0.0407","0.0394","0.0411","",
"Greenland","GRL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1005","0.0942","0.1099","0.094","0.1002","0.0972","0.1035","0.1066","0.0972","0.0971","0.0908","0.0907","0.0968","0.1019","0.0968","0.0968","0.078","0.0754","0.086","",
"Guatemala","GTM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.679","0.679","0.8207","0.9504","1.0231","1.1534","0.9796","1.2006","1.2685","1.3409","1.3527","1.2559","1.1707","1.1252","1.2233","1.2681","1.2183","1.421","1.5479","1.587","1.7066","1.7873","1.8731","2.0571","2.1862","2.7305","2.7173","2.8816","3.432","3.5985","3.862","4.5261","4.9223","4.9092","4.7771","5.146","5.3251","5.635","5.1526","5.8651","5.7865","5.6638","5.6883","5.978","6.3913","7.308","7.9371","8.1947","8.559","9.365","8.565","9.7607","10.3597","",
"Guam","GUM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1855","0.1855","0.1696","0.2496","0.2099","0.2193","0.2252","0.2284","0.2316","0.2347","0.2378","0.2471","0.2502","0.2504","0.238","0.2348","0.2317","0.2346","0.2625","0.2598","0.2597","0.2382","0.2314","0.2346","0.4063","0.4286","0.4817","0.5193","0.5124","0.5847","0.55","0.5655","0.5467","0.5433","0.5623","0.5372","0.4992","0.5523","0.5546","0.5942","0.6061","0.6469","0.6643","0.6294","0.6882","0.6788","0.7631","0.7654","0.7837","0.8843","0.8684","1.097","1.0974","",
"High income","HIC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1871.2394","1950.6368","2063.6574","2177.6237","2150.6396","2224.0879","2319.2512","2396.6237","2502.8047","2524.2921","2468.546","2460.4111","2447.109","2491.1297","2566.3849","2591.14","2660.3285","2757.0926","2890.7067","2960.8605","3062.1525","3052.6818","3116.247","3122.9554","3183.961","3226.5317","3304.2384","3341.2954","3433.1783","3522.0525","3553.395","3579.4206","3633.7847","3693.0136","3762.7181","3789.3409","3817.8706","3850.4054","3746.2176","3611.7525","3697.0902","3657.314","3596.1889","3654.9611","3664.9811","3761.2335","3801.2887","3843.8019","3890.3628","3879.916","3375.6583","3632.939","3767.9365","",
"Hong Kong SAR, China","HKG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.2876","1.2876","1.4995","1.536","1.3767","1.4508","1.6237","1.6925","1.9144","2.7887","2.499","2.9498","3.1767","3.2147","3.0778","2.8443","3.6273","3.463","4.2168","4.1029","4.5873","5.5888","6.3595","7.1493","7.8695","7.5107","7.0581","7.1855","11.7566","15.288","11.5629","10.0948","7.9799","7.7416","5.2423","6.1153","5.4175","5.3762","5.3402","7.1419","6.5621","6.4113","6.3204","6.5081","6.5734","7.2854","7.721","8.3435","7.9346","8.1881","7.8308","7.0605","6.0398","",
"Honduras","HND","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.453","0.453","0.4848","0.5323","0.5041","0.5236","0.5425","0.5772","0.6182","0.6532","0.6156","0.6318","0.645","0.7276","0.7626","0.7721","0.8706","0.9369","0.9914","1.0864","1.0451","1.0351","1.164","1.3186","1.5367","1.5479","1.5023","1.6491","1.8284","2.1181","2.1148","2.2542","2.2571","2.2963","2.33","2.1255","1.9891","3.1555","3.0409","2.9688","2.9719","3.0522","3.1704","3.1584","3.2878","3.8931","4.0171","3.914","3.9654","4.2155","3.5312","4.0234","4.2719","",
"Heavily indebted poor countries (HIPC)","HPC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","12.5657","12.5657","13.3449","14.2085","14.3051","14.8691","15.1556","16.3652","17.2625","17.3923","18.5603","18.6044","18.1499","18.3015","18.0179","19.0222","19.2011","19.3595","21.411","21.3605","23.2319","22.4903","22.9456","22.5522","24.1633","25.9251","27.4165","28.6347","30.0323","30.4831","31.061","32.7889","35.3319","36.6439","38.7558","40.1689","43.0602","48.4934","53.451","58.2778","62.7051","68.3392","74.1669","78.3606","82.0229","86.4877","90.2681","92.198","97.0486","102.4541","98.1948","108.0024","111.3114","",
"Croatia","HRV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.0448","4.0448","3.5147","3.3657","3.4773","3.2638","3.2268","3.1957","3.5601","3.4066","3.0885","3.0598","2.8536","2.7998","2.6287","2.9047","3.607","3.1912","3.5548","3.4194","3.5615","2.9216","2.7665","2.901","3.0837","3.276","3.2392","3.8159","4.0209","4.2925","4.3169","4.3764","4.6844","5.0853","5.249","5.4296","5.7831","6.2143","6.1446","6.1126","5.8716","5.7568","5.5504","5.6324","5.5771","5.8853","6.0997","6.5731","6.3365","6.5107","5.7055","6.1737","6.6549","",
"Haiti","HTI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.145","0.145","0.1577","0.1768","0.1766","0.202","0.2527","0.2652","0.2902","0.3124","0.303","0.3064","0.3002","0.2971","0.3034","0.3036","0.3194","0.3413","0.3731","0.4078","0.4269","0.3985","0.4083","0.3799","0.1138","0.5032","0.563","0.5783","0.6385","0.6612","0.7084","0.7788","0.8199","0.7943","0.7726","0.7795","0.7799","0.9489","0.9209","0.9415","1.0782","1.1031","0.9626","0.8954","1.1655","1.4026","1.4215","1.4411","1.4625","1.4691","1.4206","1.3689","1.4206","",
"Hungary","HUN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.8718","7.1885","6.727","7.0516","7.5801","7.664","7.494","8.1603","8.8805","8.6445","8.4733","8.164","7.9756","7.5067","7.6543","7.7439","8.1381","8.4713","8.5076","8.841","8.4036","7.3526","7.1143","7.0963","6.917","7.1152","7.112","7.5344","8.4008","8.9335","8.8707","9.3405","9.9503","10.4035","10.8849","11.7947","12.5989","12.9709","12.8861","12.8076","11.6492","10.8309","10.5065","9.7939","10.9288","11.9314","11.9586","12.7272","13.5241","14.3388","12.2705","13.4147","13.394","",
"IBRD only","IBD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","549.7807","549.8527","585.1854","621.6667","653.1795","721.2737","743.956","766.5807","790.1259","811.1223","822.5928","842.3922","849.7536","857.4845","877.8835","900.1481","936.0772","970.5862","998.9237","1045.5539","1153.6668","1183.8713","1174.6719","1173.0574","1157.7222","1197.4892","1288.7556","1282.1236","1318.5071","1351.1828","1457.0187","1491.1277","1546.6512","1616.0144","1758.2859","1825.9571","1910.8512","2035.6114","2148.3512","2174.9354","2306.5486","2444.3128","2592.374","2698.8319","2766.6451","2852.842","2907.906","3008.2318","3128.3547","3134.9326","2837.3578","3006.8329","3110.528","",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","582.4827","582.5547","620.4109","659.3509","692.065099999999","762.8448","789.3384","816.3463","844.2793","867.3661","884.7177","905.891599999999","915.7041","924.820800000001","945.596299999999","969.6634","1007.3882","1043.85","1076.7992","1125.9473","1238.9829","1271.6508","1264.8947","1260.1505","1243.28","1293.402","1396.4139","1396.5345","1436.6516","1473.4685","1583.0454","1624.2878","1683.6259","1756.3266","1907.8212","1979.2925","2063.7053","2199.0237","2318.2789","2350.7284","2496.9923","2645.6001","2801.6937","2921.4152","3000.9866","3088.6617","3163.9933","3272.8355","3407.6278","3421.4562","3107.8345","3301.8729","3412.4732","",
"IDA total","IDA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","32.702","32.702","35.2255","37.6842","38.8856","41.5711","45.3824","49.7656","54.1534","56.2438","62.1249","63.4994","65.9505","67.3363","67.7128","69.5153","71.311","73.2638","77.8755","80.3934","85.3161","87.7795","90.2228","87.0931","85.5578","95.9128","107.6583","114.4109","118.1445","122.2857","126.0267","133.1601","136.9747","140.3122","149.5353","153.3354","152.8541","163.4123","169.9277","175.793","190.4437","201.2873","209.3197","222.5833","234.3415","235.8197","256.0873","264.6037","279.2731","286.5236","270.4767","295.04","301.9452","",
"IDA blend","IDB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","14.0781","14.0781","14.9793","16.3116","16.7474","18.7286","20.8854","23.7462","26.9389","27.9718","31.5519","32.9226","34.9666","35.9352","35.789","36.097","36.6913","38.4083","40.732","41.6436","41.8303","44.5523","48.632","47.3725","44.4","50.5887","57.8119","63.3443","64.2815","68.4904","70.3391","75.4828","76.1911","77.6813","80.9345","78.3375","75.4161","78.3366","81.4684","81.3259","90.626","94.6196","97.1324","108.3533","115.5387","116.7803","128.7709","134.3379","141.0188","143.8734","132.5975","147.0515","148.5744","",
"Indonesia","IDN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","8.1012","8.1012","8.732","9.2567","10.6349","11.6483","12.3093","13.3258","14.7317","15.8402","17.8542","19.6403","20.8121","20.1321","20.4874","21.1207","22.369","24.4608","26.5095","28.8272","32.198","35.8506","37.9134","40.4883","45.353","49.2568","54.5977","60.65","59.1995","58.7832","62.6861","66.7531","67.9905","69.2743","70.8286","69.8383","66.2946","67.8144","72.0703","81.6817","89.1139","108.496","129.6247","136.1181","136.587","132.025","128.0997","135.0437","150.9892","149.4072","126.4192","130.8077","143.2915","",
"IDA only","IDX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","18.6239","18.6239","20.2462","21.3726","22.1382","22.8425","24.497","26.0194","27.2145","28.272","30.573","30.5768","30.9839","31.4011","31.9238","33.4183","34.6197","34.8555","37.1435","38.7498","43.4858","43.2272","41.5908","39.7206","41.1578","45.3241","49.8464","51.0666","53.863","53.7953","55.6876","57.6773","60.7836","62.6309","68.6008","74.9979","77.438","85.0757","88.4593","94.4671","99.8177","106.6677","112.1873","114.23","118.8028","119.0394","127.3164","130.2658","138.2543","142.6502","137.8792","147.9885","153.3708","",
"Isle of Man","IMN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","43.9234","43.9234","44.1811","42.927","46.1015","47.8191","47.2023","48.6089","50.2588","52.9688","55.2969","56.0095","47.9113","49.6755","49.8648","52.7323","53.7211","56.7711","58.9536","64.4544","64.384","66.9294","68.5466","68.5508","70.811","78.2901","83.8017","85.802","88.7755","93.3144","95.0898","94.9184","97.7374","99.526","108.0512","115.4037","120.6481","142.9764","163.2097","178.7119","192.9189","209.2899","221.5177","226.2589","235.7472","257.7479","269.3869","291.2317","305.3334","307.8619","269.5452","275.521","299.179","",
"Not classified","INX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.6234","2.832","3.017","3.3298","3.4324","3.4307","3.5194","3.9312","4.629","4.7293","4.5478","4.5605","4.3388","4.1524","4.0338","4.4607","4.4126","4.2472","4.3612","4.65","4.8856","5.0712","5.4434","5.4829","5.7014","5.852","6.8041","7.1585","8.4494","9.3307","10.3929","10.8788","11.0817","11.2799","11.9901","12.6739","13.8777","14.2112","13.3878","12.1396","11.3398","10.7599","10.5521","10.7055","11.1272","11.2774","11.9445","11.6747","11.8424","11.8293","9.9397","10.6553","11.7468","",
"Iran, Islamic Rep.","IRN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","7.5311","7.5311","8.268","10.3531","12.1011","14.9787","17.9771","20.8987","21.6252","23.105","21.3406","21.4834","23.4966","29.085","31.3815","34.9817","33.0577","34.8742","34.8249","36.8238","39.1512","42.3199","44.1533","49.8134","56.7519","55.711","59.9305","61.2677","63.7259","71.2084","76.4895","80.311","86.565","91.433","96.9574","104.9333","111.1354","110.5487","115.2306","125.2089","116.7473","116.9365","123.7662","128.2371","141.1521","139.1042","130.2403","134.8308","139.259","137.768","128.8344","131.229","143.9045","",
"Iraq","IRQ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.4623","2.4623","2.7672","2.942","3.4182","4.35","5.499","6.3661","7.2475","8.5599","9.8229","11.1727","13.4527","13.8402","14.9026","16.0136","16.2531","17.2648","18.2159","20.8053","21.7688","18.3521","23.2784","24.5109","24.7922","24.7276","24.1553","23.762","24.2153","24.2198","26.3711","28.8288","27.7698","21.565","24.1359","26.0455","25.8746","25.6979","24.6048","25.2713","28.0187","29.8613","33.0976","31.63","25.0628","24.0132","24.5169","27.8623","32.4754","34.5207","28.7671","32.3686","35.7698","",
