"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Post-demographic dividend","PST","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1696.1684","1776.0704","1880.0661","1987.1002","1956.7979","2001.2104","2094.7302","2167.3011","2262.5468","2279.9202","2223.6845","2204.7129","2181.0889","2210.8526","2278.6171","2303.996","2371.4619","2456.2732","2585.197","2644.4804","2695.3485","2700.7799","2740.8643","2781.5871","2856.54","2919.2402","2991.4873","3043.7035","3100.6548","3177.7079","3212.9062","3226.4416","3271.1921","3311.8462","3357.7842","3373.3252","3378.362","3396.8901","3260.3745","3129.7404","3188.8872","3131.6303","3066.8569","3119.3611","3109.8418","3188.2346","3216.559","3242.199","3280.6157","3272.1616","2823.9766","3041.6762","3146.7651","",
"French Polynesia","PYF","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.052","0.052","0.0567","0.0541","0.0525","0.0609","0.0552","0.0612","0.0649","0.0701","0.0713","0.1133","0.1522","0.1992","0.2941","0.2775","0.2819","0.3236","0.3191","0.2996","0.2733","0.2786","0.2765","0.28","0.2259","0.2351","0.2526","0.2443","0.24","0.2179","0.3263","0.349","0.3356","0.3434","0.3103","0.3612","0.3616","0.3711","0.4406","0.4682","0.5469","0.5401","0.522","0.4977","0.4554","0.4677","0.45","0.4798","0.4934","0.5232","0.4062","0.4211","0.4344","",
"Qatar","QAT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2334","0.2334","0.2743","0.3337","0.3941","0.4452","0.6392","0.7907","0.8404","0.9346","1.0476","1.1866","1.3724","1.381","1.2751","1.2526","1.2353","1.2623","1.366","1.5865","1.4733","1.4857","1.5835","1.6749","1.7832","1.9668","2.0965","2.3473","2.4667","2.2915","2.4178","2.6178","2.9043","3.363","3.7563","4.7286","5.6482","6.5478","8.4099","8.4632","8.8686","9.8458","9.3028","10.1888","12.2667","12.7924","13.1802","13.4513","11.7595","12.1896","11.8099","13.152","15.0308","",
"Romania","ROU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.5049","6.5049","6.9431","7.3129","6.1265","8.176","8.986","8.1719","7.87","7.6352","6.8851","4.4793","6.1563","5.2721","5.0495","4.2841","3.9884","5.5526","5.1836","10.599","11.734","10.2845","10.4235","8.3376","8.8437","8.1596","11.4705","11.6726","11.0279","9.2845","9.4343","11.5394","11.7805","12.4139","12.8781","12.0404","12.5175","13.2706","14.8461","14.8797","13.811","14.0304","15.3137","14.9172","15.2739","15.3926","16.4595","17.5888","18.0772","18.5455","17.9976","18.8687","19.3719","",
"Russian Federation","RUS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","139.6012","139.6012","147.191","153.3999","159.8501","188.4993","189.2002","189.2358","190.7025","191.7532","192.9638","199.2724","203.2281","205.301","208.7739","210.8812","218.1927","222.2633","223.7123","228.3729","298.7596","293.1003","280.6975","235.6167","207.0551","190.9377","181.4734","166.5664","196.4006","198.0545","189.1681","195.6389","198.6119","207.5544","222.1842","220.8918","229.171","230.7138","245.3042","228.3247","244.1253","249.6865","237.3169","238.7032","241.3901","240.6063","240.2018","246.0599","258.8624","256.1017","234.0155","251.0607","246.4713","",
"Rwanda","RWA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0236","0.0236","0.0297","0.0297","0.0297","0.0481","0.0666","0.0658","0.0746","0.0687","0.1988","0.2677","0.2746","0.3223","0.2862","0.2953","0.2916","0.2918","0.3608","0.3549","0.3525","0.3292","0.338","0.3506","0.3663","0.3565","0.3533","0.3591","0.3525","0.3682","0.3029","0.3059","0.3702","0.3088","0.2997","0.3272","0.324","0.2933","0.2901","0.2992","0.2992","0.384","0.4113","0.489","0.5271","0.6237","0.5688","0.5626","0.524","0.6105","0.5809","0.6328","0.647","",
"South Asia","SAS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","49.0159","49.0159","49.4377","48.4186","51.8008","53.9735","53.8079","55.5538","58.37","62.4088","65.6194","66.936","60.0935","62.0776","63.3877","67.3183","68.725","73.6882","76.8291","82.8527","83.3231","86.6027","90.401","93.0143","96.9698","105.9872","115.7322","118.304","122.8069","128.8636","130.2963","130.7446","134.0763","137.5644","149.0701","155.5075","161.2778","189.972","210.6095","228.0478","246.5893","267.4883","281.041","284.9048","297.5877","326.0682","346.2948","374.2686","385.5888","383.7311","341.5687","355.878","378.5137","",
"Saudi Arabia","SAU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","3.3232","3.3232","3.9476","4.3535","4.9206","6.029","7.1671","10.9445","18.5837","22.3089","19.5827","25.4909","29.6136","41.1527","46.8328","44.0922","40.3453","45.4312","47.6978","45.0551","49.4036","51.4713","54.5299","57.4354","61.2373","54.1284","56.8705","57.7182","57.9073","58.1332","60.9413","62.7154","66.4147","68.6798","72.171","75.7518","81.8587","91.2583","98.5314","101.551","105.3986","116.5377","126.8074","128.9048","136.7232","146.9389","146.4491","142.9099","136.1028","136.6813","122.7017","128.6229","139.7926","",
"Sudan","SDN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.0562","2.0562","2.1812","2.4697","2.5273","2.1608","1.5943","1.7048","2.0728","2.1323","2.2744","2.2545","2.5718","2.5849","2.2855","2.7496","2.5879","2.0166","3.1902","2.8205","3.9629","3.1314","3.1211","2.05","2.979","2.7936","2.6479","3.1327","2.9838","2.4256","2.6446","3.4207","3.9097","3.7325","4.0464","4.808","5.7737","6.3064","7.5815","7.4858","8.3972","8.6373","9.3361","9.6974","10.104","10.6738","11.9385","11.7781","12.1396","12.3912","11.2847","12.3016","12.6068","",
"Senegal","SEN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4346","0.4346","0.4692","0.5106","0.5042","0.5419","0.5954","0.6427","0.633","0.6869","0.716","0.6784","0.6725","0.7394","0.7691","0.7477","0.7127","0.6488","0.5431","0.6879","0.7298","0.7493","0.7879","0.7566","0.7438","0.785","0.849","0.9224","1.018","1.1044","1.1745","1.1708","1.2791","1.4071","1.5164","1.4623","1.5538","2.0272","2.1852","1.9514","2.0604","2.1984","2.1021","2.3322","2.449","2.7179","2.9637","2.4001","2.4847","2.9904","2.8659","3.1128","3.3242","",
"Singapore","SGP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.5276","1.5276","1.6125","1.7874","1.7387","1.8608","2.0426","2.4465","2.5934","2.9571","2.8578","3.0477","3.2705","3.4035","3.6447","3.4075","3.474","3.5803","3.4973","4.0728","4.0669","4.9302","4.7595","4.7219","5.1368","5.6462","5.1062","5.0649","5.0801","5.1371","5.2185","5.317","5.2889","5.3051","5.4098","5.594","5.8124","6.007","6.1242","6.7011","6.7864","7.2474","7.0106","6.5131","6.7306","7.2195","7.4049","6.6374","6.3845","6.298","6.1704","6.1209","5.8953","",
"Solomon Islands","SLB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0243","0.0243","0.0265","0.0252","0.0245","0.0284","0.0257","0.0285","0.0303","0.0327","0.0333","0.0493","0.0457","0.0498","0.049","0.048","0.035","0.0468","0.0568","0.0529","0.0511","0.0521","0.0549","0.0556","0.0568","0.0566","0.0621","0.0588","0.0578","0.0525","0.107","0.1074","0.1023","0.1021","0.1006","0.1146","0.1224","0.1266","0.1491","0.1642","0.198","0.2103","0.2099","0.1968","0.1733","0.155","0.1443","0.1588","0.1662","0.1736","0.1348","0.1398","0.1442","",
"Sierra Leone","SLE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0449","0.0449","0.0483","0.0532","0.054","0.0663","0.0846","0.1089","0.117","0.1298","0.1379","0.1469","0.1463","0.1436","0.146","0.1492","0.1775","0.1961","0.2754","0.2573","0.2907","0.3912","0.2455","0.2406","0.249","0.2737","0.2774","0.2921","0.2962","0.3122","0.1874","0.232","0.2412","0.2545","0.2606","0.2442","0.3103","0.2997","0.2979","0.304","0.3134","0.3738","0.4245","0.5094","0.5333","0.4435","0.453","0.4279","0.4252","0.4085","0.414","0.4483","0.4708","",
"El Salvador","SLV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.5669","0.5669","0.6363","0.671","0.6909","0.7605","0.8682","0.9475","1.0678","1.0839","0.8556","0.8056","0.8373","0.8463","0.8781","0.9575","0.9449","1.0525","1.1317","1.1857","1.2662","1.3809","1.5982","1.7466","1.8599","2.1169","2.0966","2.1339","2.2908","2.6064","2.5252","2.5407","2.4657","2.6839","2.8371","3.0572","2.9427","3.151","2.9544","3.0567","3.0128","3.1119","2.7371","2.7762","2.797","3.2954","3.4421","3.3642","3.4747","3.7412","3.1926","3.6381","3.8608","",
"San Marino","SMR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.071","0.071","0.0763","0.084","0.0853","0.1048","0.1337","0.1721","0.1848","0.2051","0.2179","0.2703","0.2466","0.2557","0.2686","0.2469","0.2968","0.2241","0.2832","0.2841","0.2864","0.2178","0.1747","0.1804","0.18","0.1872","0.1932","0.193","0.1958","0.2064","0.2981","0.3023","0.3393","0.3468","0.3562","0.3688","0.3865","0.4059","0.4083","0.4099","0.4066","0.3819","0.3781","0.3829","0.3666","0.3934","0.3995","0.3804","0.3834","0.404","0.4094","0.4464","0.4581","",
"Serbia","SRB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","46.6518","46.6518","48.8554","51.4285","49.451","53.4445","53.3093","55.5422","59.6627","55.4342","59.2406","60.9007","61.5606","61.8779","61.8469","61.3021","61.3074","62.0796","67.0205","67.6244","67.5435","70.1784","75.0049","71.2902","70.5638","77.7797","80.6926","87.828","84.5764","88.3581","90.5099","97.8792","102.2546","107.9581","113.7872","115.7435","115.959","121.6173","129.4287","130.6886","142.3193","151.6597","161.9559","183.9835","189.7653","192.0597","200.2472","204.2753","213.5317","222.7555","201.2514","217.6922","225.4429","",
"South Sudan","SSD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","46.6653","46.6653","48.8699","51.4445","49.4672","53.4644","53.3347","55.5749","59.6978","55.4731","59.282","60.936","61.5904","61.9325","61.9053","61.3591","61.3684","62.1451","67.1434","67.7492","67.6682","70.3577","75.1597","71.4465","70.7198","77.9477","80.866","88.0119","84.7629","88.5547","90.8819","98.2745","102.6139","108.3218","114.3135","116.2306","116.4967","122.0781","129.939","131.247","142.8091","152.0523","162.4034","184.3916","190.2226","192.5506","200.7928","204.8211","214.0177","223.2703","201.7731","218.2357","225.9974","",
"Small states","SST","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.2194","4.2377","4.4561","4.8375","4.7214","5.0922","5.4184","5.7541","6.0839","6.2115","6.6303","6.8501","6.9146","6.9588","7.119","6.9427","7.5492","7.9101","8.2614","8.8702","9.9853","10.0132","9.1513","9.5608","10.6776","10.8935","11.0491","11.5572","11.6598","11.8896","12.5356","12.9569","12.7783","13.3313","14.1838","14.9852","16.0244","16.5682","17.245","17.5808","18.8594","18.234","20.0275","18.8693","18.7043","18.7796","19.5531","20.2218","20.7677","21.6767","19.1569","20.2409","20.6968","",
"Sao Tome and Principe","STP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0018","0.0018","0.0019","0.0021","0.0022","0.0027","0.0034","0.0044","0.0047","0.0052","0.0055","0.0059","0.0054","0.0057","0.0058","0.0054","0.0068","0.0069","0.0087","0.0085","0.018","0.0242","0.021","0.0206","0.0252","0.0262","0.027","0.027","0.0274","0.0288","0.0268","0.0262","0.0304","0.0346","0.0408","0.0449","0.0486","0.0518","0.0578","0.0626","0.0659","0.0638","0.0668","0.0677","0.0648","0.0698","0.0724","0.0704","0.0695","0.0802","0.0812","0.0851","0.0799","",
"Suriname","SUR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.037","0.0369","0.0298","0.0329","0.0384","0.0505","0.0542","0.0558","0.0582","0.0506","0.0725","0.0645","0.062","0.0478","0.0438","0.0567","0.0606","0.0542","0.0633","0.0751","0.1633","0.1576","0.1541","0.1622","0.1611","0.1637","0.1577","0.1708","0.1782","0.1849","0.289","0.2954","0.4286","0.4569","0.4724","0.504","0.5323","0.5359","0.5733","0.5848","0.6708","0.5719","0.6928","0.6184","0.6697","0.6756","1.0003","0.8236","0.6789","0.8812","0.8107","1.024","1.024","",
"Slovak Republic","SVK","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.2658","4.2658","4.4578","4.9177","4.8534","4.214","4.2361","4.2791","4.6443","4.9204","4.1224","4.2499","3.9389","3.2526","3.3442","3.337","3.4537","3.5778","3.7126","3.7711","4.087","3.3909","3.5496","2.9371","3.3552","3.7948","3.5187","4.1066","4.1746","4.2447","4.0629","5.3453","6.1452","5.6342","5.93","6.511","6.1121","6.6929","7.3277","6.3225","7.154","7.1192","6.4681","6.4756","6.0583","5.9667","6.7363","7.7963","7.7274","7.8287","6.9882","7.4108","7.4108","",
"Slovenia","SVN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.9111","1.9111","1.8542","1.9631","2.2267","2.2058","2.2689","2.4251","2.6778","2.6047","2.4139","2.4337","2.2155","2.2642","2.1241","2.3878","2.9848","2.6437","2.9473","2.8025","2.6224","2.4781","2.5556","3.0867","3.4469","3.8428","4.3558","4.5642","3.7937","3.5879","3.5281","3.6867","3.8007","3.8563","4.0419","4.3114","4.5496","5.1513","6.0574","5.078","5.2119","5.567","5.5834","5.2878","5.3043","5.2757","5.6468","5.7709","5.7446","5.5329","4.4983","4.9973","5.497","",
"Sweden","SWE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","13.9151","13.8512","14.1534","15.0535","14.947","15.4271","16.5182","17.175","17.6506","17.34","16.6886","16.3821","16.4811","16.803","17.6156","18.1727","19.3775","19.6917","20.7837","21.3311","19.8568","19.5586","20.3441","19.4351","20.1472","20.3406","20.0948","20.3326","20.6281","21.069","21.214","21.1418","21.3499","21.6433","22.0426","20.9938","21.1118","21.2561","20.8149","20.2934","20.6653","20.3745","19.3483","18.849","18.3627","18.4115","17.5914","17.3311","16.4319","16.3586","15.1067","14.327","14.4623","",
"Eswatini","SWZ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.139","0.139","0.1453","0.1579","0.1642","0.1895","0.1832","0.1832","0.2252","0.2315","0.2541","0.2536","0.2568","0.2385","0.25","0.2695","0.3326","0.3611","0.3837","0.4153","0.4505","0.4568","0.44","0.4432","0.4526","0.4515","0.3013","0.4104","0.4263","0.4894","0.509","0.4394","0.4469","0.4673","0.4703","0.4988","0.5024","0.5183","0.4865","0.5619","0.5871","0.5161","0.5193","0.6732","0.6703","0.6113","0.5492","0.6334","0.6334","0.7234","0.7099","0.7099","0.7744","",
"Sint Maarten (Dutch part)","SXM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0135","0.0135","0.0145","0.016","0.0162","0.0199","0.0254","0.0327","0.0351","0.0389","0.0414","0.0353","0.0298","0.0546","0.0584","0.057","0.061","0.0655","0.1229","0.1248","0.1247","0.1793","0.1548","0.1563","0.156","0.168","0.1734","0.1839","0.1865","0.1966","0.372","0.3953","0.3593","0.3637","0.5263","0.4871","0.5377","0.4608","0.5103","0.5584","0.4898","0.3926","0.4475","0.4081","0.4573","0.4909","0.5456","0.5458","0.486","0.5148","0.5217","0.5435","0.5545","",
"Syrian Arab Republic","SYR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.4411","1.4411","1.6424","1.7291","1.9259","2.5124","3.097","3.4633","3.4997","3.5996","3.6253","3.7699","4.0223","4.433","4.7877","5.0037","5.0091","5.6004","5.5473","6.7327","7.2432","7.6019","7.1508","7.5049","7.5263","7.5066","8.8057","9.0036","9.3046","8.0073","8.4614","8.0407","8.7246","7.8559","10.3413","13.6257","14.4728","15.481","15.6871","13.1293","12.9623","12.9244","10.5705","6.5059","6.0415","5.7117","5.1493","5.0304","6.5421","5.6934","5.1934","5.3999","5.8054","",
"Turks and Caicos Islands","TCA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0002","0.0002","0.0002","0.0002","0.0002","0.0003","0.0003","0.0004","0.0004","0.0003","0.0005","0.0005","0.0005","0.0005","0.0006","0.0006","0.0006","0.0007","0.0007","0.0008","0.0014","0.0014","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0018","0.0018","0.0056","0.0059","0.008","0.0084","0.0084","0.0103","0.0134","0.0164","0.0189","0.0212","0.0246","0.0174","0.0185","0.0222","0.0252","0.025","0.0269","0.0272","0.0309","0.0349","0.0294","0.0285","0.0297","",
"Chad","TCD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.018","0.018","0.0193","0.0213","0.0216","0.0265","0.0339","0.0436","0.0468","0.0519","0.0552","0.0558","0.0515","0.0546","0.0263","0.0298","0.0581","0.0529","0.0398","0.0427","0.0999","0.1248","0.1085","0.0508","0.0553","0.0576","0.0594","0.0643","0.0652","0.0687","0.1045","0.0991","0.1017","0.1027","0.1111","0.1227","0.1295","0.1492","0.1594","0.1757","0.1884","0.2578","0.4494","0.4714","0.4698","0.4933","0.4847","0.723","0.7868","0.8634","0.7524","0.7887","0.7405","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","79.5439","79.5439","85.912","92.2437","96.8517","105.9452","107.6226","116.3074","116.4851","122.2219","121.2303","123.0171","128.1086","135.3129","143.5157","149.2497","160.5413","170.7771","183.9285","194.9281","191.8426","202.1844","219.8113","248.2642","251.534","280.1872","339.2699","325.7159","311.4118","335.1043","433.8546","447.9707","478.405","523.8592","595.332","619.8758","646.9311","692.2445","731.9774","760.9484","825.4286","901.2741","991.1813","1065.5618","1102.6792","1164.6702","1190.44","1240.8345","1330.657","1331.3749","1241.9985","1282.5472","1266.5641","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","244.4312","244.5033","257.9105","269.6021","279.6022","321.1612","326.305","329.284","331.849","330.8677","332.878","335.2946","340.3415","343.5165","346.9933","349.5594","366.0123","376.8254","382.1858","394.6579","492.5609","490.9104","442.348","387.2655","341.7523","333.6747","333.394","321.1089","352.4016","348.4048","342.821","351.1961","359.6058","372.0088","396.8125","400.977","422.5508","448.2736","468.5691","439.6249","459.8491","470.9535","464.6826","469.1855","474.5268","484.0854","502.2578","523.0885","547.2864","547.9373","512.8215","545.4309","555.5488","",
"Togo","TGO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2066","0.2066","0.2127","0.1995","0.1836","0.244","0.1924","0.243","0.2332","0.3014","0.3158","0.3136","0.3634","0.2264","0.1808","0.2299","0.4058","0.447","0.418","0.4276","0.4264","0.3218","0.2706","0.167","0.3241","0.3935","0.6565","0.432","0.4843","0.5754","0.4342","0.2928","0.4792","0.7014","0.6432","0.6138","0.5781","0.6434","0.8672","1.9312","1.603","1.484","1.2587","0.7381","0.3946","0.7081","0.6095","0.885","1.0068","1.0715","1.0965","1.1874","1.2461","",
"Thailand","THA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","5.8567","5.8567","6.5093","7.4405","6.7643","7.1887","8.5207","9.087","9.5755","10.3763","9.836","10.3442","10.0071","11.9515","13.9645","14.7238","15.5578","17.9484","20.5821","24.65","28.001","28.7478","30.5219","35.9085","39.9376","47.5771","51.9922","51.7937","44.8458","46.3344","45.2749","46.4118","49.0849","52.2574","56.1287","56.1581","52.6634","55.6298","51.9764","54.9056","55.6603","58.4878","60.4561","59.8358","57.9301","61.741","65.7252","71.989","72.1122","73.7792","73.1464","73.2793","80.7452","",
"Tajikistan","TJK","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2617","0.2617","0.2863","0.3092","0.3369","0.373","0.4003","0.407","0.4171","0.4314","0.4633","0.4673","0.4693","0.464","0.4634","0.47","0.5081","0.527","0.5352","0.5519","0.7318","0.7318","0.3659","0.2927","0.1951","0.1799","0.1372","0.1372","0.1159","0.061","0.0427","0.0915","0.122","0.1006","0.1342","0.1243","0.164","0.2554","0.2524","0.2372","0.2676","0.2859","0.8787","0.9037","1.536","1.3312","1.2878","1.1795","1.2257","1.3581","1.6922","1.9037","2.0092","",
"Turkmenistan","TKM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.9852","4.9852","5.2245","5.412","5.5948","6.6712","6.6172","6.5982","6.6282","6.6282","6.5812","6.8301","6.988","7.0899","7.2356","7.3028","7.4894","7.6007","7.6355","7.7779","9.8221","8.7957","6.877","7.0919","4.2507","3.9918","4.4944","2.685","3.2609","4.1482","6.5012","6.6163","7.5583","8.19","8.2738","8.7652","8.7173","9.5824","9.5366","7.2205","8.2628","9.9685","10.385","11.1152","11.7661","11.7661","12.1289","12.1173","12.1916","12.2341","12.0768","12.3927","12.7592","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","138.9208","138.9207","151.1938","166.7806","179.2599","188.4642","201.3049","206.9574","221.2602","235.0316","241.3254","251.2224","251.5009","239.0403","241.2258","243.0616","252.5509","257.4632","261.8616","272.4148","281.8315","295.845","302.651","316.0404","328.8622","340.9469","364.8759","378.1308","392.6674","389.0105","392.0852","396.8683","400.4097","402.4197","426.8194","444.6033","463.5997","489.0308","508.4832","501.8369","531.4253","561.2958","586.6428","597.83","602.3604","593.1333","599.2276","597.9879","587.1244","595.979","497.9643","567.3654","621.7012","",
"Timor-Leste","TLS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0602","0.0603","0.0674","0.0709","0.0714","0.0908","0.1084","0.132","0.1408","0.165","0.2328","0.2494","0.24","0.2295","0.2563","0.2593","0.2771","0.2152","0.223","0.2301","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","23.9056","23.9056","27.087","30.8614","35.0833","39.8363","46.9633","52.6688","56.6172","61.363","64.3826","68.4855","74.0692","82.941","88.5685","99.1153","98.1903","102.951","104.8508","113.3446","121.7566","125.7506","134.5237","144.1196","153.4419","154.6583","162.2759","165.263","172.601","183.5306","193.1064","199.2336","208.5152","212.1527","225.4737","242.0983","252.8492","257.4247","268.7007","289.0234","290.8909","292.5361","315.7426","319.5415","333.6099","328.154","324.9803","331.8349","342.9535","339.1636","311.7084","332.4157","364.148","",
"Tonga","TON","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0069","0.0069","0.0076","0.0072","0.007","0.0081","0.0074","0.0082","0.0087","0.0093","0.0095","0.0148","0.0152","0.0149","0.0147","0.016","0.0079","0.0206","0.026","0.0298","0.0287","0.03","0.0302","0.0306","0.0424","0.0384","0.0475","0.0471","0.0471","0.0427","0.046","0.0399","0.04","0.0462","0.0393","0.0465","0.0544","0.0447","0.0562","0.0656","0.0698","0.0678","0.0668","0.0599","0.0611","0.0627","0.064","0.0845","0.074","0.0914","0.0709","0.0735","0.0759","",
